情报研究课题的论证与评价,王伟军:09031593|张双圈:08993133|,4,课题评价;选题;情报研究;,"文章论述了情报研究课题的论证与评价指标体系的设计原则,提出建立情报研究课题论证与评价的层次结构模型,并对其作了较为详细的分析,简要介绍了情报研究课题论证与评价的程序和三种常规方法。",QBTS199401000
略论情报文献的有序化组织及控制,陈守福:09613888|,3,,"文章在简析了产生情报文献无序状态的原因之后,提出了必须在运用一定方法有序地组织情报文献的同时,从理论上继续深化和完善有序化整治方法,建立有调节和控制功能的文献揭示系统,对情报文献的有序化实行多层次的控制。",QBTS199401001
情报科学哲学基础新探,吴家柱:09583757|,3,情报科学;哲学基础;波普尔理论;,"文章以辩证唯物主义认识论为基础,吸收了波普尔“客观知识”理论的合理成分,着重探讨了情报科学的哲学基础。作者提出了“人类认识循环链”的新概念,认为情报工作在“两次认识过程”中有自己特定的应有的位置。世界3以及世界2与世界3的相互作用构成了情报科学的研究领地。",QBTS199401002
科技情报产品的价值规律分析,江治平:06686374|,3,情报产品;价值规律;,"本文通过对科技情报产品的价值进行分析,总结出七大规律——生产过程中的价值集约规律、传递过程中的价值迭加规律、存储过程中使用价值递减规律、买卖过程中的价格不确定规律、应用过程中使用价值的扩散规律、流通过程中使用价值对环境的依赖规律和情报产品使用价值的潜在规律。",QBTS199401003
经济情报的组织生产,樊松林:15990648|古丽萍:09613929|,6,,"经济情报的组织生产作为一个整体工程,主要有如何确定情报收集对象、选取情报来源和选用收集方法,以及对情报资料的加工处理、查询分析和具体提供情报产品等工艺流程。",QBTS199401004
论情报研究产业化的运行机制,康焕龙:07142558|邓美林:22731523|,7,情报研究;产业化;运行机制;社会环境;,"为了适应我国社会主义市场经济的建立和情报体制改革不断深化的需要,情报研究随着情报工作整体走向产业化是其发展的必然趋势。为了保证这一目标的实现,本文依据产业经济学的基本概念,对建立情报研究产品生产化、商品化、市场化以及服务经营化、管理企业化的产业型运行机制进行了充分的探讨,并就其所依赖的社会环境也给予一定的论述,以求推进情报研究产业化进程能够沿着一个正确方向而健康发展。",QBTS199401005
建立中国式信息市场的思考,罗曼:10071020|,3,信息市场;信息商品;信息机构;信息体制;,"本文通过对我国信息市场现状及问题的分析,提出了发展我国信息市场的可能措施。",QBTS199401006
发展农业信息服务业的思考,陈奇榕:06655882|,4,农业信息;信息服务业;产业化;,"本文探讨了发展我国农业信息服务业的必要性和可能性,同时找出了差距,提出了发展我国农业信息咨询服务产业的几点看法。",QBTS199401007
企业“返关”的情报工作对策,毕九江:07574525|,3,,"文章论述了“复关”给企业带来的冲击,指出企业情报需求的变化,并为企业情报工作提出了三点建议。",QBTS199401008
浅谈新形势下企业信息的筛选,黄雪清:11349558|,2,企业信息;筛选;,"文章论述了在市场经济体制下,企业对信息进行筛选的原因、基本要求、指标体系以及筛选的方法。",QBTS199401009
泉州市科技信息研究所体制改革总体方案,郑国保:12245756|李朝灿:12245757|,2,科技信息;体制改革;,"&lt;正&gt; 当今社会已开始迈进信息时代,科技信息是国家重要的财富和资源,它作为科技第一生产力的重要组成部分,是领导决策的重要依据,科技进步的重要基础,经济建设的重要依靠力量。为进一步加强泉州市科技信息事业的发展,更好地为社会主义市场经济服务,根据《国家科委关于进一步加快和深化科技信息体制改革的意见》以及国家科委《关于加速发展科技咨询、科技信息的技术服务业的意见》精神,结合本所实际,初步提出体制改革总体方案。",QBTS199401010
科研所图书馆有偿服务浅探,倪琼琳:06648310|,1,,"&lt;正&gt; 在市场经济社会里,经济意识是最主要的意识,经济竞争是最根本的竞争。随着形势的发展变化,科研所图书馆只讲社会效益,不讲经济效益,只讲“无偿”服务,不讲“有偿”服务的时代已经过去,代之的将是“有偿”与“无偿”并举,且“有偿”的比重逐渐加大的、面向市场的咨询业、信息业和技术服务业。所以,我们应该解放思想,转变观念,大胆探索,走出一条有自己特色的办科研所图书馆之路。 科研所图书馆实行部分有偿服务,我们经过摸索,认为可从以下几方面着手:",QBTS199401011
浅谈情报研究的步骤,林端宜:06684970|,3,,"&lt;正&gt; 《台湾中医药文献研究》课题立项于1988年8月,结束于1990年12月,该课题原名《台湾中医药历史与现状研究》,来源于福建省教委科研处。该项研究是在广泛收集台湾中医药文献基础上进行情报的传递报道,情报分析研究与文献的加工整理。研究全面地反映了近40年台湾中医药发展的全貌,促进了两岸中医药交流与合作,受到了海峡两岸中医药主管部门的主管以及有关专家、同行的关注和赞誉,获“1992年全国科技情报优秀成果三等奖”。本文回顾研究立项前后课题组成员付出的艰辛,换取的成功及运作中的教训,以飨读者知之、取之、鉴之。",QBTS199401012
技术情报服务工作经验点滴,杨条达:16936269|,2,,"&lt;正&gt; 众所周知,科技与经济的结合部在于生产企业,其核心问题是科技成果转化为现实生产力。几年来,我所围绕加强科技与经济的结合,开展了一些技术情报服务工作并取得一些成绩,现简介如下: 一、技术情报服务工作的新尝试 1.从咨询服务中找到技术服务工作的突破口",QBTS199401013
