情感计算用户界面模型国际标准提案研究,徐洋1:33020382|陈辉2:28847976,5,用户界面; 情感计算; 国际标准;,"对由我国发起的情感计算国际标准提案ISO/IEC 30150-1《信息技术情感计算用户界面第1部分:模型》的建立背景、推进过程、主要内容进行总结,重点分析情感计算用户界面的模型,阐述模型中情感识别、情感决策等特性。 ",DZBZ2020Z1013
大数据与人工智能融合的趋势分析, ,4,大数据; 人工智能; 融合; 标准化;,"从概念、目标、技术关注点等方面剖析了大数据与人工智能的技术内涵,从技术、平台等方面分析了大数据与人工智能技术的融合趋势,并给出了典型的融合应用场景,最后从标准化布局、融合新技术的标准化方面阐述了大数据与人工智能在标准化方面的融合。 ",DZBZ2020Z1015
人机交互中的移动目标选择,马珊珊1:44759781|黄进2:35116570,6,人机交互; 移动目标; 目标选择落点分布; 三高斯落点分布模型; 二维三高斯落点分布模型;,"针对人机交互中移动目标选择的不确定性问题,提出三高斯落点分布模型。首先介绍三高斯落点分布模型原理,比较与其他模型的关系,并对模型进行拓展;进而从用户界面角度介绍三高斯落点分布模型的应用;最后对未来移动目标选择不确定性进行思考。 ",DZBZ2020Z1016
基于深度学习的方面级情感分析综述,"申影利1:44759782|赵小兵1,2:26179686",5,方面级情感分析; 深度学习; 细粒度;,"结合方面级情感分析的研究背景,对当前方面级情感分析主流方法和趋势进行了梳理。首先详细阐述方面级情感分析的基本概念,然后对基于深度学习的方面级情感分析方法进行归纳和总结,重点分析基于递归神经网络、基于循环神经网络、基于注意力循环神经网络、基于卷积神经网络和基于记忆力神经网络的五类方法,最后分析方面级情感分析任务存在的若干难点问题,同时对研究进展和发展趋势进行总结和展望。 ",DZBZ2020Z1017
声音伪造与防伪检测技术研究,鲍薇1:43614157|温正棋2:27065165,5,声音伪造; 声音防伪检测; 语音合成; 语音转换;,"围绕声音伪造与防伪检测技术,首先梳理声音伪造与防伪检测技术的发展脉络,其次分析伪造声音的语音合成和语音转换技术的原理,以及声音防伪检测技术的原理,最后对声音防伪检测技术提出构建大规模真伪声音数据库、进一步挖掘可辨识真伪声音的特征、优化防伪检测模型三点发展建议。 ",DZBZ2020Z1018
多模多级网络身份认证框架研究,刘贤刚1:33019066|陈星1:33018777|刘丽敏2:33819040,5,登记; 身份鉴别; 人工智能; 安全等级;,"围绕网络身份可信、行为可追溯等网络身份管理面临的重大挑战和变革,顺应人工智能等复杂应用场景需求,在重点分析网络身份认证模式与应用、身份认证分级机制的基础上,给出与应用场景和安全需求相匹配的多模多级网络身份认证框架。 ",DZBZ2020Z1019
智能化产品指标体系及测试方法探讨,毛秀红:22828179,3,智能化; 产品; 指标体系; 测试方法; 智能假肢手;,"针对原标准无法检验智能化产品新增智能化相关指标,探讨如何建设智能化产品的技术指标体系并确定各类指标的测试方法。以智能假肢手为例,建设指标体系应考虑产品的传统性能指标和新增指标,结合技术发展对传统基本性能指标进行合理保留、改进或删除处理,对产品智能化后的新增性能指标及智能化特征评估指标则审慎确定其名称、类别及具体要求;测试方法应与指标体系相对应,分析每个指标的测试方法现状,决定借用、修改已有测试方法或研究制定新的测试方法。 ",DZBZ2020Z1020
深度学习训练框架评测方法研究,张琦:44759783,3,人工智能; 深度学习; 训练框架; 评测方法;,"为了客观、规范的评测一款深度学习训练框架的性能与功能,提出了一种较为科学的评测方法,在一定的约束条件下,对特定应用场景的关键指标进行检测,从而得出量化、客观的测试结果。并从深度学习训练框架的生态指标、易用性指标、性能指标及可靠性指标四个方面,进行了深度学习训练框架的评测方法研究。 ",DZBZ2020Z1021
人工智能风险源分析,汪小娟:44759784,3,人工智能; 风险源; 风险管理;,"通过技术、应用、管理的系统分析,阐述各类组织在人工智能产品开发和应用全生命周期过程中可能涉及的各类风险源,用以指导这些组织更好地进行产品设计和开发。 ",DZBZ2020Z1022
标准化推动人工智能在电子政务中的应用研究,于浩:43255435|王为中:44759785,5,人工智能; 电子政务; 标准化;,"电子政务与人工智能的融合发展是当今的重要议题,针对人工智能在电子政务应用中面临的资源分散、连接不通、利用不善等问题,提出政务数据、电子政务业务、政务服务等方面的标准支撑方法及途径,推动人工智能技术在电子政务建设中的应用。 ",DZBZ2020Z1023
人工智能在电力行业的应用及展望,郝木凯1:37675369|苏铮1:44379188|赵琦2:36655568|王新迎2:45674284|张东霞2:21015492,7,人工智能; 电力行业; 应用; 发展;,"以人工智能在电力行业应用为核心,提出人工智能在电力行业的应用体系,并给出发输变配用等领域典型应用场景;最后提出人工智能在电力行业的创新发展机制与建议。 ",DZBZ2020Z1024
AR技术在智慧图书馆中的应用探析,李仕超1:44759786|高振2:37847009,4,AR技术; 智慧图书馆; 知识服务;,"结合智慧图书馆的知识服务理念,从馆藏资源、检索方式以及服务模式三个方面提出了AR技术在智慧图书馆中的应用:利用AR技术实现多元化馆藏资源及知识网络构建,推动智慧化馆藏资源建设;利用AR技术实现智能交互式检索、可视化检索以及检索结果个性化推荐,进而提供智能化检索方式;利用AR技术实现智能导览和智慧咨询,最终推动智慧化服务模式。 ",DZBZ2020Z1025
欢迎与之江实验室共成长,,1, ,"<正>之江实验室是由浙江省人民政府、浙江大学、阿里巴巴集团共同举办的新型研发机构。实验室以国家目标和战略需求为导向,以重大科技任务攻关和大型科技基础设施建设为主线,聚焦人工智能和网络信息领域,以智能感知、智能网络、智能计算、智能系统为主要方向,开展基础研究和关键技术攻关,打造世界一流的 ",DZBZ2020Z1014
信息技术与标准化 读者免费申请表,,1, ,"<正>编辑部地址:北京市安定门东大街1号邮编:100007电话:010-64102628技术标准是一种发展秩序和规则,标准影响的不仅是一个行业,甚至是一个国家的竞争力。如果您是工作在电子信息领域第一线的技术专家、学科带头人或企业中高层管理者,欢迎关注我们的期刊。完整填写下表,您将免费获赠最新一期的《信息技术与标准化》期刊。 ",DZBZ2020Z1026
信息技术与标准化月刊,,1, ,<正>工业与信息化标准化领域核心期刊主管:中华人民共和国工业和信息化部主办:中国电子技术标准化研究院及时、快速、全面报道国内外信息技术领域标准资讯www.its.cesi.cn有效订户免费升级网站会员随时浏览并下载期刊电子版订阅方法本刊发行部订阅:将订阅征订单传真至:010-64102617在线网站订阅:登陆www.its.cesi.cn CN11-4753/TN邮发代号:82-452全年定价:192元 ,DZBZ2020Z1027
新基建视角下的新一代信息技术与标准化,,1, ,"<正>2020年,新基建跃升为年度热词,工业互联网、人工智能、物联网等新一代信息技术作为新基建科技领域建设重点,也迎来新的发展契机。2020年4月20日,国家发展改革委首次就""新基建""概念和内涵做出解释,新型基础设施是以新发展理念为引领,以技术创新为驱动,以信息网络为基础,面向高质量发展,提供数字转型、智能升级、融合创新等服务的基础实施体系。新基建引领,新一代信息技术有望催生更多新产业、新业态和新模式。 ",DZBZ202006001
两部门共同组织制定《超高清视频标准体系建设指南(2020版)》 明确五项重点工作,,1, ,"<正>为发挥标准在超高清视频产业生态体系构建中的引领和规范作用,加快制造强国、网络强国、数字中国和文化强国建设步伐,由工信部和国家广播电视总局共同组织制定的《超高清视频标准体系建设指南(2020版)》(简称""指南"")近日印发。指南提出了工作目标:到2020年,初步形成超高清视频标准体系,制定急需标准20项以上,重点研制基础通用、内容制播、终端呈现、行业应用等关键技术标准及测试标准。指南明确了五项重点工作。(一)加强统筹协调。在工信部、国家 ",DZBZ202006002
首批电动汽车安全强制性国家标准发布,,1, ,"<正>近日,市场监管总局批准发布 GB 18384-2020《电动汽车安全要求》、GB 38032-2020《电动客车安全要求》、 GB 38031-2020《电动汽车用动力蓄电池安全要求》等三项强制性国家标准。这是工信部根据国务院《节能与新能源汽车产业发展规划(2012-2020年)》《汽车产业中长期发展规划》要求组织起草、我国电动汽车领域的首批强制性标准。这三项电动汽车安全标准,覆盖了电动汽车和电动客车的部件、系统以及整车多层次安全要 ",DZBZ202006003
电子行业18项绿色工厂团体标准发布,,1, ,"<正>由中国电子技术标准化研究院和全国绿色工厂推进联盟牵头编制的18项绿色工厂团体标准近日集中发布。本批标准涵盖微型计算机、电视机、打印机及多功能一体机、液晶面板、动力锂离子电池、玻璃基板、不间断电源、闪存、发光二极管、投影仪等量大面广的电子信息产品,在GB/T 36132-2018《绿色工厂评价通则》和SJ/T 11744-2019《电子信息制造业绿色工厂评价导则》技术框架下,明确了电子相关行业绿色工厂评价的特性指标,细化了基础设施、管理体 ",DZBZ202006004
ISO/IEC TR 23613《信息技术 云计算 云服务计量元素与计费模式》正式发布,,1, ,"<正>由我国专家担任编辑和联合编辑研制的国际技术报告ISO/IEC TR 23613《信息技术云计算云服务计量元素与计费模式》近日正式发布。该国际技术报告由ISO/IEC JTC1/SC38 WG3(云计算基础工作组)研制,是我国在云计算领域牵头发布的第一个国际技术报告,是云计算与分布式平台相关国际标准的重要成果。2017年,标准明确了云服务计量、计费相关的概念和计费模式,为云服务的计量和计费提供了依据,包括:(1)给出了云服务计量、 ",DZBZ202006005
ISO/IEC JTC1/SC41第七次全体会议召开 中国代表团取得丰硕成果,,1, ,"<正>ISO/IEC JTC 1/SC 41(物联网及相关技术分技术委员会,以下简称""SC 41"")第七次全体会议及工作组会议召开。来自中国、美国、英国、加拿大、瑞典、德国、法国、印度等18个国家成员体的90余名专家参加了会议。本次会议上,中国代表团积极参会并与相关工作组专家及时深入沟通,取得了如下成果:推荐张弛担任ISO/IEC JTC 1/SC 41到IEC SyC COMM(通信技术和架构系统委员会)的联络官;推荐李建慧、沈杰担任 ",DZBZ202006006
发挥标准化积极作用保产业链供应链稳定,韩硕祥:45299205,6,产业链; 供应链; 标准化;,"通过梳理产业链、供应链等概念,以及全球化背景下的产业链供应链形成,分析发达国家产业链供应链发展战略,并在此基础上探讨标准化工作在保产业链供应链稳定中如何发挥作用。 ",DZBZ202006007
面向疫情防控的人脸识别系统与标准研究,钟陈:39913989|王思翔:44345630|王文峰:33019151,3,生物特征识别; 疫情防控; 人脸识别; 测温; 测试方法;,"通过研究人脸识别技术在疫情防控中的应用,分析其平时与疫情期间使用的差异性及技术特点,提出面向疫情防控的人脸识别系统标准化建议。 ",DZBZ202006008
GB 18030中文编码字符集标准实施要求探讨,代红:33019120,4,GB 18030; 实施要求; 适用对象; 条文强制;,"简要介绍了强制性国家标准GB 18030《信息技术中文编码字符集》各版本修订的内容,重点对该标准在信息技术领域的实施要求,如对""中文""的理解、适用对象、用户自定义区、条文强制等概念进行解读;并就与标准有关的问题作了论述。 ",DZBZ202006009
北斗卫星导航系统船舶应急搜救应用及标准化,陈倩:33019289,5,北斗卫星导航系统; 船舶; 应急搜救; 示位标; 标准;,"围绕北斗卫星导航系统船舶应急搜救应用,对比分析了北斗卫星导航系统和全球卫星搜救系统的船舶应急搜救应用的工作原理和发展趋势及其标准化,指出基于北斗短报文通信的船舶应急搜救系统更具信息传输完整、可靠、安全等优势,未来两种搜救系统可以相互补充、完善。 ",DZBZ202006010
国内外绿色制造政策综述及启示,赵立华:42042284|杨檬:33018917|杨宇涛:33018586,6,绿色制造; 政策; 对比启示; 实施途径;,"对绿色制造的定义、内涵以及绿色制造的理论、政策、标准等方面进行综述,在借鉴发达国家经验的基础上,得出以下启示:构建绿色制造理论、评价体系,完善社会法律法规、标准评价体系,加大新产品、新工艺、新技术开发力度,加强知识产权保护制度、科技成果转化机制和重视人才培养等。 ",DZBZ202006011
绿色制造模式下多晶硅关键生产工艺提升研究,祁麟:38039242|黄贞静:45088598|王子帅:45088597|公静:33741402,4,多晶硅; 改良西门子法; 绿色制造;,"针对国内外主流的改良西门子法多晶硅制备工艺存在的高能耗、低效率、投资成本高等问题,引入绿色制造理念与技术,采用先进冷氢化技术、多晶硅生产线资源再利用技术及不凝气深度回收技术等技术,对多晶硅生产设备、技术、回收利用等制备环节进行改善,实现工艺优化、节能降耗、减轻污染和质量提升。 ",DZBZ202006012
快应用技术及标准研究,,4,快应用; 框架; 开发标准; 免安装; 人工智能物联网;,"针对安卓手机上传统App需要下载安装、网页应用体验不佳的问题,介绍了基于手机硬件平台的新型应用形态——快应用,重点阐述了快应用具备传统App完整的应用体验,无需安装、即点即用的特点,分析快应用技术框架、标准以及应用案例,以及快应用在AIoT场景下的技术探索。 ",DZBZ202006013
信息安全检测基准体系研究,王惠莅1:33018284|赵瑞玲2:43738362|曹玲1:33019074,4,信息安全; 基准体系; 建设;,"针对我国信息安全检测基准体系不足,研究提出信息安全检测基准体系建设方案,介绍信息安全检测基准体系目标、基准体系组成结构、基准体系构成要素。 ",DZBZ202006015
SJ/T 207设计文件管理制度的理解与实施,印琴:32708771|王燕婷:38150552|莫国成:45490593|帅喆:26644227,5,SJ/T 207; 设计文件; 标准化; 整件明细表;,"以企业设计文件的整件明细表为主线,从概述、编制依据、要素、各栏的填写方法等方面详细解析了如何贯彻执行设计文件管理制度的各项要求,总结了适用于电子行业各企业编制设计文件的编写方法,同时论述了设计文件的标准化对保证产品具有完整、齐备、成套的产品图样的作用。 ",DZBZ202006016
基于关键点的目标检测算法综述,谢禹:37173084|曹渝华:45490594|董文生:20037567,6,目标检测; 深度学习; 关键点; 算法;,"概述目标检测算法发展历程的基础上,重点分析和综述了基于关键点的目标检测算法CornerNet、ExtremeNet、CornerNet-Lite、两种CenterNet和FCOS,并与基于锚点的目标检测框架进行性能对比,总结提出基于关键点的目标检测框架是未来热门研究方向。 ",DZBZ202006017
我国软件供应链安全问题分析及对策研究,肖广娣1:43969119|叶润国2:42377121,4,软件; 供应链; 安全; 风险; 漏洞;,"以软件供应链安全为研究对象,介绍目前我国软件供应链现状,分析软件在开发、交付、使用等各方面的安全风险,提出加强软件生命周期各环节安全保障措施的对策建议,以实现提高我国软件供应链安全的目的。 ",DZBZ202006018
双面发电光伏组件测试方法标准研究,"李英叶1,2:30496145|倪健雄1,2:30623948|李亚彬1,2:34737756|刘莹1,2:36916599|吴萌萌1,2:31037878|陈志军1,2:29328099",4,双面发电光伏组件; 电参数; 测试标准;,"为了准确测试双面发电光伏组件的电参数,对双面发电光伏组件测试标准的研制背景、主要内容等进行了研究,着重阐述了标准的测试原理、测试过程及主要参数计算过程等主要内容;双面发电光伏组件测试对促进我国光伏技术持续领先,掌握标准话语权具有重要意义。 ",DZBZ202006019
智慧健康养老服务平台的标准化及应用,,5,智慧健康养老; 服务平台; 共性内容; 系统架构; 标准化;,"基于智慧健康养老服务平台的共性要求,研制了T/SIOT303-2019《智慧健康养老服务平台通用技术要求》,阐述了智慧健康养老服务平台通用技术标准要求的编制原则、系统架构,以及感知控制、网络传输、基础服务等各功能模块的技术要求,给出了该标准在智慧健康养老领域的应用示例,对我国智慧养老服务水平的提升、智慧健康养老团体标准体系的建立、完善和应用推广,具有一定的借鉴作用。 ",DZBZ202006020
连接器环簧结构接触件设计与应用,,4,连接器; 环簧; 接触件;,"环簧设计过程中首先对簧丝材料进行匹配性选择,对环簧圈径、长短轴、压缩量、倾斜角度、极限圈数、载流能力等进行精确的参数计算,同时辅以CAE分析进行设计预核算,并与后续实测接触压力、接触电阻值、温升等性能指标进行比对分析并最终确认环簧设计性能是否达到产品技术要求。环簧接触件拥有多种衍生结构形态,目前被广泛应用于新能源汽车、轨道交通、通讯、特种、电力系统等电连接器领域,其普及应用为行业内多领域产品开发提供更加优异的解决方案,未来在电连接器行业各领域的应用上将会越来越广泛。 ",DZBZ202006021
工业控制系统信息安全与生产安全一体化管理体系探索,李绪国:43934309,6,工业控制系统; 信息安全; 生产安全; 一体化管理; 方法;,"基于工业控制系统信息安全与生产安全管理对象、事故致因、管理体系等方面的对比分析,阐明工业控制系统信息安全与生产安全一体化管理的理论基础,提出一套完整的一体化安全管理体系构建方法,并建议完善工业控制系统信息安全监管机制。 ",DZBZ202006022
移动App端接口测试技术研究,张弛:45490595,4,移动App端; 接口测试; 自动化测试技术; 性能测试; 参数测试; http协议;,"为了提高移动App有效使用率,结合移动App端接口性能、功能、参数等测试要求,介绍App端接口测试方法的基础上提出基于http协议的接口自动化测试技术,通过自动组织和执行测试脚本完成接口高效测试,从而全面提高App测试效率,满足市场对App的质量要求。 ",DZBZ202006023
网络仿真环境下一种新的网络蠕虫检测方法, ,5,网络蠕虫; 网络流连接图; 级联模体发现; 图分析;,"利用网络连接图刻画网络流的连接关系,提出了级联模体发现算法以挖掘网络蠕虫的连接模式;仿真实验表明,该方法无论是面对已知蠕虫还是新型蠕虫,都具有较高检测率和低误检率,能够较好地应用于网络蠕虫检测。 ",DZBZ202006025
《知识图谱技术要求及测试评估规范》标准工作组第二次会议,,1, ,"<正>由中国电子技术标准化研究院主办的IEEE P2807.1《知识图谱技术要求及测试评估规范》标准工作组第二次会议近日召开,来自知识图谱领域相关开发商、系统集成商、用户企业、科研院所、高校等41家单位的60余名代表参会。会议回顾并梳理了知识图谱测试与评估指标体系的基本组成结构和逻辑关系,初步拟定了指标体系大纲。规范化的知识图谱测试与评估指标及方法是保障其相关产品、服务及解决方案质量的重要基础。IEEE ",DZBZ202006014
IEEE智能制造标准委员会第一次全会召开,,1, ,"<正>IEEE(电气电子工程师学会)智能制造标准委员会(IEEE Computer Society Smart Manufacturing Standards Committee,IEEE/C/SM)第一次全体会议近日召开。会议明确了IEEE/C/SM的规程、组织架构、第一届技术咨询委员会和标准审查委员会的主要成员。会议还介绍了IEEE/C/SM 2020年工作计划及国内外智能制造标准化现状,同时IEEE P2671机器视觉在线检测工作组(IEEE/C/SM/OD_WG)、IEEE P2672大规模个性化定制工作组(IEEE/C/SM/KG_WG)和IEEE P2806数字孪生标准工作组(IEEE/C/SM/DR_WG) ",DZBZ202006024
2020年《信息技术与标准化》征订单,,1, , ,DZBZ202006026
推动大数据与实体经济深度融合 迈向数字经济新时代,,1, ,"<正>信息时代,数据已经成为继劳动力、土地、资本、技术之外新的生产要素。掌握和运用大数据的能力成为衡量国家和地区经济发展水平的重要标志,得到世界各国科技和产业界的广泛重视。我国高度重视大数据技术的应用发展。党的十九大明确提出,发展现代化经济体系,必须要把发展经济的着力点放在发展实体经济,把提高供给体系质量 ",DZBZ202005001
2020年工业通信业标准化工作要点,,3, ,"<正>2020年工业通信业标准化工作的总体要求是,以习近平新时代中国特色社会主义思想为指导,全面贯彻党的十九大和十九届二中、三中、四中全会精神,立足制造强国和网络强国建设全局,按照全国工业和信息化工作会议的部署,以推动产业高质量发展为目标,以标准体系供给侧结构性改革为主线,坚持目标导向和问题导向相统一,开展""十四五""工业通信业标准化战略研究,加强全产业链标准化工作的统筹协调,着力补齐产业发展中的标准化短板,加快建立健全满足工业通信业高质量发展的新型标准体系。 ",DZBZ202005002
工信部副部长陈肇雄:加快打造大数据工业应用发展新业态,,1, ,"<正>4月29日,工信部召开大数据工业应用专题研讨会。第十二届全国政协副主席、国家电子政务专家委员会主任王钦敏出席会议并讲话,工信部副部长陈肇雄出席会议。陈肇雄强调,大数据工业应用作为工业数字经济发展的重要内容,近年来得到了快速发展。下一步,我们要把握新形势下工业经济数字化转型的政策机遇、产业机遇、市场机遇,坚持问题导向、应用牵引,加快打造大数据工业应用发展新生态。一提升技术创新能力,突破工业数据的采集、传输、存储、加工、应用等技术问题, ",DZBZ202005003
《工信部关于工业大数据发展的指导意见》发布,,1, ,"<正>4月28日,为贯彻落实国家大数据发展战略,促进工业数字化转型,激发工业数据资源要素潜力,加快工业大数据产业发展,《工信部关于工业大数据发展的指导意见》发布,包括以下方面内容。一总体要求。牢固树立新发展理念,按照高质量发展要求,促进工业数据汇聚共享、深化数据融合创新、提升数据治理能力、加强数据安全管理,着力打造资源富集、应用繁荣、产业进步、治理有序的工业大数据生态体系。二加快数据汇聚。推动工业数据全面采集,支持工业企业实施设备数 ",DZBZ202005004
工信部发布《2020年新能源汽车标准化工作要点》,,1, ,"<正>4月16日,工信部发布《2020年新能源汽车标准化工作要点》,提出我国2020年新能源汽车标准化工作将聚焦以下三个方面。一持续优化标准体系。一方面加强标准顶层设计,梳理电动汽车在研标准项目和未来五年标准规划,确定分阶段建设目标与关键工作节点,完成新能源汽车领域""十四五""标准体系编制工作;另一方面制定标准工作路径,提出其标准体系中长期发展目标,编制发布《中国电动汽车标准化工作路线图》第三版。二加快重点标准研制。加快电动汽车整车、燃 ",DZBZ202005005
工信部等三部委联合发布《2020年智能网联汽车标准化工作要点》,,1, ,"<正>4月16日,工信部、公安部、国家标准委联合发布《2020年智能网联汽车标准化工作要点》。2020年智能网联汽车标准化工作,将以推动标准体系与产业需求对接协同、与技术发展相互支撑,建立国标、行标、团标协同配套新型标准体系为重点,促进智能网联汽车技术快速发展和应用,充分发挥标准的引领和规范作用,支撑我国汽车产业转型升级和高质量发展。具体包括以下四方面内容:一完成标准体系阶段性建设目标。加快完善智能网联汽车标准体系建设,建立智能网联汽车标 ",DZBZ202005006
《国家车联网产业标准体系建设指南(车辆智能管理)》印发,,1, ,"<正>4月15日,工信部、公安部、国家标准委联合印发《国家车联网产业标准体系建设指南(车辆智能管理)》(以下简称《指南》)。《指南》以统筹规划、创新驱动、实战引领为基本原则,以 2025 年系统形成能够支撑车联网环境下车辆智能管理的标准体系为建设目标。《指南》对车辆智能管理部分的框架和内容进行了界定,主要包括车辆智能管理基础标准、产品类标准、安全类标准和智能网联汽车运行安全测试与规范管理标准。车辆智能管理标准体系主要包括基础标准、智 ",DZBZ202005007
ISO/IEC JTC1/SC42第五次全会召开 中国在人工智能国际标准化中做出突出贡献,,1, ,"<正>4月6～20日,ISO/IEC JTC1/SC42(人工智能分委会)第五次全会及工作组会议以线上形式召开。SC42主席、委员会经理以及来自26个国家成员体的200余名专家参加了会议,形成15条决议。中国代表团的14名专家参加会议。WG5人工智能系统计算方法和计算特征工作组由我国专家承担召集人及秘书,推进了我国牵头的ISO/IEC TR 24372《人工智能系统计算方法概述》意见处理及草案编辑;推动ISO/IEC TS 4213《机器 ",DZBZ202005008
我国提出的量子计算国际标准成功立项,,1, ,"<正>近日,我国提出的《信息技术量子计算术语和词汇》国际标准提案在ISO/IEC JTC1成功立项,这也是首个量子计算领域的国际标准项目。该国际标准提案由来自中国电子技术标准化研究院联合国内企业和研究机构共同研究并提出。该标准规定了量子计算领域中的常用术语和词汇,将有助于量子计算相关概念的理解和交流,对于推动以量子计算为代表的先进计算技术体系完善、关键技术攻关、软硬件产品研发、产业化具有重要的指导意义。 ",DZBZ202005009
